iter	Logloss
0	0.4540464831
1	0.3146577143
2	0.223079764
3	0.1580775444
4	0.1165817844
5	0.08160604471
6	0.06681864159
7	0.05097696268
8	0.04232724477
9	0.03423262437
10	0.02818132395
11	0.02382158132
12	0.01977339954
13	0.01582800746
14	0.01303165099
15	0.01147198938
16	0.01018360584
17	0.00917918507
18	0.00827802084
19	0.007754843815
20	0.006874598091
21	0.006034338095
22	0.005046367785
23	0.004631425457
24	0.004084480948
25	0.003856055755
26	0.003600111384
27	0.003214152375
28	0.002807152398
29	0.002452361044
30	0.002264850666
31	0.002060797407
32	0.001849612595
33	0.001693534
34	0.0015607366
35	0.001441767829
36	0.001276033847
37	0.001189327407
38	0.001100631098
39	0.001053678449
40	0.001008070136
41	0.0009590456564
42	0.0009184565282
43	0.0008653206955
44	0.0008060375314
45	0.0007550862598
46	0.0007274536507
47	0.0006985929963
48	0.0006913836623
49	0.0006603357823
50	0.0006332941497
51	0.0006186293591
52	0.0005995825696
53	0.0005634582588
54	0.0005391726508
55	0.0005331487096
56	0.0005095840519
57	0.0004888287172
58	0.0004615029435
59	0.0004615029435
60	0.0004615029435
61	0.0004562058474
62	0.0004369145618
63	0.0004076640706
64	0.0003916390229
65	0.0003916390229
66	0.0003721213445
67	0.0003540478548
68	0.0003540562288
69	0.0003382114065
70	0.0003382114065
71	0.0003237580368
72	0.000323787006
73	0.0003201620124
74	0.0003060768825
75	0.0003027658411
76	0.0003027319191
77	0.0003027698814
78	0.0003026937106
79	0.0003026950539
80	0.0003026950539
81	0.0003026950539
82	0.0003000020614
83	0.000299924783
84	0.000299924783
85	0.000299924783
86	0.000299924783
87	0.0002838315729
88	0.0002728651805
89	0.0002728651805
90	0.0002729543336
91	0.0002729543336
92	0.0002729528877
93	0.0002729528877
94	0.0002729094494
95	0.0002729094494
96	0.0002729094494
97	0.0002728244699
98	0.0002728244699
99	0.0002729024069
100	0.0002729003047
101	0.0002729003047
102	0.0002729003047
103	0.0002729300532
104	0.0002701823674
105	0.0002702448587
106	0.0002701165536
107	0.0002701165536
108	0.0002701165536
109	0.0002701865102
110	0.0002602786932
111	0.0002602786932
112	0.0002603015199
113	0.0002603015199
114	0.0002603015199
115	0.0002603578585
116	0.0002603007713
117	0.0002603007713
118	0.0002603007713
119	0.0002579305164
120	0.0002579305164
121	0.0002579759287
122	0.0002558645405
123	0.0002557605233
124	0.0002557738389
125	0.0002557738389
126	0.0002557738389
127	0.0002557941851
128	0.0002557791468
129	0.0002557791468
130	0.0002557791468
131	0.0002557791468
132	0.0002557514737
133	0.0002557514737
134	0.0002557514737
135	0.0002557514737
136	0.0002557423984
137	0.0002558125293
138	0.0002558125293
139	0.0002558125293
140	0.000255751125
141	0.000255720628
142	0.0002557651584
143	0.0002557651584
144	0.0002557651584
145	0.0002557890413
146	0.0002557651533
147	0.0002557651533
148	0.0002557651533
149	0.0002557651533
150	0.0002557610976
151	0.0002557746234
152	0.0002557746234
153	0.0002557746234
154	0.0002557633126
155	0.0002557633126
156	0.0002558057152
157	0.0002556401707
158	0.0002556841576
159	0.0002556769845
160	0.0002556974885
161	0.0002555862265
162	0.0002556514866
163	0.0002556514866
